Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,TenureGroup,CustomerMood
0,7,Computer,1,13,Debit Card,2,4,Laptop & Accessory,1,5,0,24,4,5,8,202.25,Established (6-12 Bulan),Tidak Puas & No Komplain
0,28,Phone,2,26,Credit Card,3,4,Fashion,4,4,0,16,3,2,2,232.25,Loyal (>12 Bulan),Puas & No Komplain
0,10,Phone,1,16,Credit Card,3,5,Laptop & Accessory,4,4,1,12,1,2,3,213.47,Established (6-12 Bulan),Puas & Ada Komplain
0,1,Phone,1,10,Credit Card,3,5,Mobile Phone,1,2,0,14,2,2,2,145.45,New (0-6 Bulan),Tidak Puas & No Komplain
1,1,Phone,1,17,Credit Card,3,4,Mobile Phone,3,3,1,12,2,2,2,135.09,New (0-6 Bulan),Tidak Puas & Ada Komplain
1,1,Computer,1,10,Debit Card,4,4,Mobile Phone,5,3,1,12,6,10,8,158.48,New (0-6 Bulan),Puas & Ada Komplain
0,9,Computer,1,10,Debit Card,3,5,Mobile Phone,3,3,0,19,2,2,1,137.81,Established (6-12 Bulan),Tidak Puas & No Komplain
0,1,Phone,1,11,Credit Card,3,2,Mobile Phone,5,4,0,17,1,2,3,153.19,New (0-6 Bulan),Puas & No Komplain
0,1,Phone,3,15,Debit Card,3,2,Laptop & Accessory,4,2,0,23,2,2,3,173.51,New (0-6 Bulan),Puas & No Komplain
0,12,Phone,3,14,E-Wallet,3,5,Laptop & Accessory,1,2,0,21,2,2,6,165.28,Established (6-12 Bulan),Tidak Puas & No Komplain
0,3,Computer,1,7,Debit Card,4,6,Mobile Phone,1,3,0,19,1,3,9,152.2,New (0-6 Bulan),Tidak Puas & No Komplain
0,22,Phone,3,9,E-Wallet,3,2,Laptop & Accessory,4,5,0,13,1,3,3,206.2,Loyal (>12 Bulan),Puas & No Komplain
0,1,Computer,3,10,Credit Card,4,2,Laptop & Accessory,1,3,1,21,2,2,5,171.47,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,11,Phone,1,17,Debit Card,4,2,Mobile Phone,1,5,0,18,2,2,1,171.8,Established (6-12 Bulan),Tidak Puas & No Komplain
0,24,Phone,1,35,Credit Card,4,2,Mobile Phone,3,3,1,12,1,4,9,157.21,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,8,Phone,1,16,Credit Card,3,5,Fashion,4,3,0,15,5,8,3,211.21,Established (6-12 Bulan),Puas & No Komplain
1,1,Phone,3,10,Debit Card,4,4,Laptop & Accessory,3,11,0,15,2,3,1,170.77,New (0-6 Bulan),Tidak Puas & No Komplain
0,13,Phone,1,9,COD,4,5,Laptop & Accessory,3,3,0,12,2,12,11,170.53,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,6,Phone,3,17,E-Wallet,3,4,Laptop & Accessory,1,3,0,13,2,2,9,178.96,New (0-6 Bulan),Tidak Puas & No Komplain
1,14,Computer,3,15,COD,3,4,Laptop & Accessory,3,5,1,15,1,2,4,192.96,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,12,Phone,1,7,Debit Card,3,2,Laptop & Accessory,1,2,0,14,1,2,9,201.25,Established (6-12 Bulan),Tidak Puas & No Komplain
0,1,Phone,1,7,Debit Card,4,4,Fashion,5,3,0,12,1,2,8,199.12,New (0-6 Bulan),Puas & No Komplain
0,6,Phone,1,10,Debit Card,3,4,Fashion,1,5,0,16,7,2,8,236.58999999999997,New (0-6 Bulan),Tidak Puas & No Komplain
0,21,Phone,3,21,E-Wallet,3,4,Laptop & Accessory,5,4,0,13,2,2,8,174.6,Loyal (>12 Bulan),Puas & No Komplain
0,14,Computer,3,12,Debit Card,3,5,Fashion,5,7,1,22,1,2,3,229.75,Loyal (>12 Bulan),Puas & Ada Komplain
0,27,Phone,1,14,Debit Card,3,2,Grocery,3,5,0,20,1,2,4,273.14,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,15,Phone,2,17,UPI,4,5,Others,1,5,0,15,4,13,7,316.41,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,31,Phone,3,23,E-Wallet,3,4,Laptop & Accessory,5,10,0,15,3,3,3,179.05,Loyal (>12 Bulan),Puas & No Komplain
0,1,Computer,1,17,Debit Card,3,4,Fashion,5,3,0,22,1,2,3,212.93,New (0-6 Bulan),Puas & No Komplain
0,15,Phone,2,7,UPI,3,5,Others,3,3,0,15,2,3,11,316.89,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,24,Phone,3,15,E-Wallet,3,4,Mobile Phone,4,9,0,16,1,3,3,163.75,Loyal (>12 Bulan),Puas & No Komplain
1,1,Phone,1,7,Debit Card,4,6,Mobile Phone,4,9,1,14,2,4,8,147.16,New (0-6 Bulan),Puas & Ada Komplain
0,10,Computer,1,15,Debit Card,4,2,Fashion,5,11,0,15,1,2,6,242.13,Established (6-12 Bulan),Puas & No Komplain
0,12,Phone,1,7,Debit Card,3,4,Fashion,3,6,1,15,1,2,1,203.61,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,18,Computer,1,31,Credit Card,3,6,Mobile Phone,3,4,0,15,1,2,5,162.08,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,21,Computer,3,10,Credit Card,3,4,Grocery,3,11,1,13,1,12,14,262.7,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,4,Phone,3,34,E-Wallet,4,4,Laptop & Accessory,1,9,0,24,3,8,8,178.04,New (0-6 Bulan),Tidak Puas & No Komplain
0,3,Phone,3,17,Debit Card,4,4,Mobile Phone,3,3,0,12,2,2,1,151.42,New (0-6 Bulan),Tidak Puas & No Komplain
1,6,Computer,1,26,Credit Card,3,2,Mobile Phone,3,8,1,13,1,3,3,152.59,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,17,Computer,3,22,Debit Card,3,5,Laptop & Accessory,1,5,0,19,2,3,3,193.04,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,8,Phone,1,15,Credit Card,4,4,Laptop & Accessory,3,5,0,12,1,5,4,186.42,Established (6-12 Bulan),Tidak Puas & No Komplain
0,1,Phone,1,16,Credit Card,3,4,Mobile Phone,5,3,0,15,2,2,3,150.0,New (0-6 Bulan),Puas & No Komplain
0,13,Phone,2,10,UPI,3,2,Laptop & Accessory,4,11,0,16,1,4,7,188.89,Loyal (>12 Bulan),Puas & No Komplain
0,30,Phone,1,16,Credit Card,3,4,Grocery,1,9,0,12,1,2,2,236.02999999999997,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,14,Phone,1,9,Credit Card,3,5,Mobile Phone,1,2,1,21,1,3,4,148.42,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,1,Phone,1,14,Credit Card,3,5,Laptop & Accessory,5,10,0,20,2,2,8,193.11,New (0-6 Bulan),Puas & No Komplain
0,3,Phone,3,17,E-Wallet,3,4,Mobile Phone,4,3,0,15,3,3,3,147.97,New (0-6 Bulan),Puas & No Komplain
0,27,Phone,1,13,Debit Card,3,4,Laptop & Accessory,1,4,0,18,3,3,3,149.5,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,9,Computer,1,9,Debit Card,4,4,Laptop & Accessory,5,4,0,12,2,2,1,175.93,Established (6-12 Bulan),Puas & No Komplain
0,6,Computer,1,31,Debit Card,4,4,Laptop & Accessory,1,3,0,16,2,5,8,178.09,New (0-6 Bulan),Tidak Puas & No Komplain
0,12,Phone,1,9,Credit Card,4,4,Mobile Phone,3,8,1,14,1,2,2,155.57,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,8,Phone,1,15,Debit Card,3,4,Laptop & Accessory,5,5,0,15,2,2,1,176.21,Established (6-12 Bulan),Puas & No Komplain
0,26,Phone,3,10,E-Wallet,3,5,Grocery,5,3,0,15,2,2,17,293.56,Loyal (>12 Bulan),Puas & No Komplain
1,1,Phone,1,7,UPI,4,4,Mobile Phone,1,3,1,14,7,8,9,151.86,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,1,Phone,3,33,Credit Card,3,4,Laptop & Accessory,1,3,0,24,1,2,5,186.8,New (0-6 Bulan),Tidak Puas & No Komplain
0,19,Phone,3,9,COD,3,6,Laptop & Accessory,3,2,0,14,2,4,2,191.32,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,1,Phone,1,17,Credit Card,4,2,Mobile Phone,3,3,0,19,1,2,3,160.05,New (0-6 Bulan),Tidak Puas & No Komplain
1,11,Computer,3,34,Debit Card,4,2,Laptop & Accessory,3,6,1,13,1,2,4,188.97,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,8,Phone,3,9,UPI,3,4,Laptop & Accessory,1,3,0,23,1,2,5,187.74,Established (6-12 Bulan),Tidak Puas & No Komplain
1,19,Phone,1,9,Credit Card,4,4,Others,5,7,1,14,2,2,5,323.59,Loyal (>12 Bulan),Puas & Ada Komplain
0,10,Computer,3,15,Debit Card,4,5,Fashion,5,3,0,16,1,2,10,200.87,Established (6-12 Bulan),Puas & No Komplain
0,26,Computer,1,26,Credit Card,3,4,Mobile Phone,1,2,0,19,2,2,3,167.58,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,1,Computer,1,7,Debit Card,4,6,Mobile Phone,1,5,0,15,3,3,1,168.64,New (0-6 Bulan),Tidak Puas & No Komplain
0,3,Phone,1,34,Credit Card,4,4,Laptop & Accessory,3,6,0,13,1,2,2,168.35,New (0-6 Bulan),Tidak Puas & No Komplain
1,1,Phone,3,15,COD,3,5,Laptop & Accessory,5,8,0,18,1,2,3,178.26,New (0-6 Bulan),Puas & No Komplain
0,8,Phone,1,7,Debit Card,4,2,Mobile Phone,1,4,0,17,2,2,4,157.8,Established (6-12 Bulan),Tidak Puas & No Komplain
0,28,Phone,1,26,Credit Card,4,4,Laptop & Accessory,5,11,1,12,1,2,5,179.85,Loyal (>12 Bulan),Puas & Ada Komplain
0,1,Computer,3,15,E-Wallet,3,4,Laptop & Accessory,1,2,0,20,2,2,2,168.42,New (0-6 Bulan),Tidak Puas & No Komplain
0,11,Phone,1,17,Debit Card,3,4,Mobile Phone,5,2,1,14,5,5,4,152.82,Established (6-12 Bulan),Puas & Ada Komplain
0,12,Computer,1,9,Debit Card,4,2,Laptop & Accessory,5,8,1,13,1,5,13,184.8,Established (6-12 Bulan),Puas & Ada Komplain
0,8,Phone,1,9,Credit Card,3,5,Mobile Phone,5,3,0,12,2,2,4,168.81,Established (6-12 Bulan),Puas & No Komplain
0,9,Phone,3,15,Debit Card,4,4,Mobile Phone,1,3,0,17,2,2,3,150.72,Established (6-12 Bulan),Tidak Puas & No Komplain
0,4,Phone,1,7,Debit Card,3,6,Mobile Phone,3,5,0,22,2,2,3,163.33,New (0-6 Bulan),Tidak Puas & No Komplain
0,14,Computer,1,9,Credit Card,3,2,Laptop & Accessory,4,3,0,25,1,4,8,167.44,Loyal (>12 Bulan),Puas & No Komplain
0,8,Phone,3,15,Debit Card,4,4,Laptop & Accessory,5,7,0,18,2,2,3,190.0,Established (6-12 Bulan),Puas & No Komplain
0,16,Computer,1,15,Debit Card,4,4,Others,1,3,0,15,6,15,10,309.3,Loyal (>12 Bulan),Tidak Puas & No Komplain
1,1,Phone,1,13,Debit Card,4,2,Mobile Phone,5,3,1,22,1,2,1,141.01,New (0-6 Bulan),Puas & Ada Komplain
0,1,Computer,1,16,Debit Card,3,5,Mobile Phone,4,3,0,12,1,2,1,151.94,New (0-6 Bulan),Puas & No Komplain
0,26,Phone,1,18,Debit Card,3,4,Laptop & Accessory,3,10,0,21,2,2,5,156.49,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,24,Phone,1,9,Credit Card,4,4,Grocery,3,7,0,15,1,2,4,301.39,Loyal (>12 Bulan),Tidak Puas & No Komplain
1,1,Phone,1,7,Debit Card,3,5,Mobile Phone,5,3,1,12,1,2,1,148.19,New (0-6 Bulan),Puas & Ada Komplain
0,7,Phone,1,14,Credit Card,3,4,Fashion,3,2,0,12,2,2,8,241.91000000000003,Established (6-12 Bulan),Tidak Puas & No Komplain
1,1,Phone,3,23,E-Wallet,4,4,Laptop & Accessory,5,7,0,16,2,2,3,178.24,New (0-6 Bulan),Puas & No Komplain
0,21,Phone,1,9,UPI,3,4,Grocery,1,3,1,15,4,4,1,292.52,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,10,Phone,1,7,UPI,3,4,Laptop & Accessory,4,2,0,16,2,2,6,177.28,Established (6-12 Bulan),Puas & No Komplain
0,3,Phone,1,30,Debit Card,3,2,Mobile Phone,3,3,0,25,2,2,8,152.0,New (0-6 Bulan),Tidak Puas & No Komplain
1,21,Phone,1,9,Debit Card,3,4,Others,4,9,1,15,8,14,9,317.46,Loyal (>12 Bulan),Puas & Ada Komplain
0,9,Phone,1,7,Debit Card,3,2,Mobile Phone,3,5,0,14,3,3,3,150.06,Established (6-12 Bulan),Tidak Puas & No Komplain
0,16,Phone,1,7,Debit Card,3,5,Laptop & Accessory,1,11,1,14,1,2,3,185.62,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
1,1,Phone,1,9,Credit Card,3,4,Mobile Phone,3,8,0,18,3,3,2,168.82,New (0-6 Bulan),Tidak Puas & No Komplain
0,10,Phone,2,20,UPI,3,4,Mobile Phone,4,6,0,14,2,2,5,146.43,Established (6-12 Bulan),Puas & No Komplain
0,6,Phone,1,11,Debit Card,4,5,Laptop & Accessory,3,3,0,13,6,7,9,186.62,New (0-6 Bulan),Tidak Puas & No Komplain
0,14,Computer,1,23,Credit Card,3,5,Laptop & Accessory,3,8,0,15,1,2,1,175.94,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,4,Phone,1,9,Credit Card,3,5,Laptop & Accessory,1,7,1,25,2,2,1,193.77,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,19,Phone,1,9,Debit Card,4,5,Mobile Phone,3,3,0,15,2,2,1,147.74,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,16,Phone,1,36,Debit Card,4,4,Laptop & Accessory,4,3,0,14,6,8,9,169.34,Loyal (>12 Bulan),Puas & No Komplain
0,12,Computer,1,19,Debit Card,1,5,Laptop & Accessory,5,4,0,16,2,2,3,187.88,Established (6-12 Bulan),Puas & No Komplain
0,8,Computer,1,23,Debit Card,4,5,Mobile Phone,1,3,0,17,2,2,4,150.53,Established (6-12 Bulan),Tidak Puas & No Komplain
1,13,Phone,3,18,E-Wallet,3,4,Fashion,1,3,0,19,1,8,8,201.54,Loyal (>12 Bulan),Tidak Puas & No Komplain
1,19,Phone,3,9,Credit Card,3,4,Laptop & Accessory,1,6,0,17,2,8,4,176.6,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,17,Phone,1,21,Debit Card,4,4,Grocery,5,8,0,15,2,2,1,296.59,Loyal (>12 Bulan),Puas & No Komplain
0,1,Phone,1,12,COD,3,5,Fashion,1,3,1,17,2,2,9,253.07999999999998,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,9,Phone,1,14,UPI,3,4,Fashion,3,5,0,22,1,2,3,227.21,Established (6-12 Bulan),Tidak Puas & No Komplain
0,2,Phone,3,9,E-Wallet,3,4,Laptop & Accessory,4,3,1,21,7,8,6,172.79,New (0-6 Bulan),Puas & Ada Komplain
0,8,Phone,2,10,UPI,3,4,Mobile Phone,1,2,0,20,2,2,3,162.37,Established (6-12 Bulan),Tidak Puas & No Komplain
1,1,Computer,1,12,Credit Card,3,5,Mobile Phone,3,3,1,15,1,2,8,148.66,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,1,Computer,1,10,Credit Card,3,4,Mobile Phone,1,3,0,12,1,2,1,142.06,New (0-6 Bulan),Tidak Puas & No Komplain
0,25,Phone,3,33,E-Wallet,4,4,Grocery,3,4,0,15,1,5,18,288.07,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,18,Phone,1,11,Credit Card,3,4,Laptop & Accessory,4,11,0,13,2,3,4,184.33,Loyal (>12 Bulan),Puas & No Komplain
0,1,Phone,1,9,Credit Card,4,2,Mobile Phone,5,9,0,14,1,2,2,159.24,New (0-6 Bulan),Puas & No Komplain
0,7,Phone,3,7,Credit Card,3,2,Laptop & Accessory,5,3,0,23,1,2,9,165.37,Established (6-12 Bulan),Puas & No Komplain
0,9,Phone,1,34,Credit Card,3,5,Mobile Phone,5,3,0,12,1,2,2,150.59,Established (6-12 Bulan),Puas & No Komplain
0,10,Phone,3,7,Debit Card,3,4,Laptop & Accessory,1,3,1,15,4,5,12,187.01,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,6,Phone,3,20,Debit Card,4,4,Laptop & Accessory,1,4,0,12,1,2,4,169.03,New (0-6 Bulan),Tidak Puas & No Komplain
0,4,Computer,1,12,Debit Card,4,5,Mobile Phone,1,11,0,13,1,2,4,162.61,New (0-6 Bulan),Tidak Puas & No Komplain
0,27,Phone,3,14,E-Wallet,4,5,Fashion,1,9,1,19,1,2,5,234.33999999999997,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,19,Phone,3,16,E-Wallet,4,4,Fashion,5,6,1,13,1,2,3,232.61,Loyal (>12 Bulan),Puas & Ada Komplain
0,6,Phone,1,15,Credit Card,4,2,Laptop & Accessory,3,7,0,13,2,2,4,176.75,New (0-6 Bulan),Tidak Puas & No Komplain
0,26,Computer,1,32,Credit Card,3,5,Grocery,1,5,0,23,1,2,1,263.26,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,11,Phone,3,23,E-Wallet,4,5,Laptop & Accessory,3,6,0,20,2,2,1,188.34,Established (6-12 Bulan),Tidak Puas & No Komplain
0,2,Phone,2,15,Credit Card,4,5,Mobile Phone,1,3,0,14,2,2,5,174.36,New (0-6 Bulan),Tidak Puas & No Komplain
0,1,Phone,1,7,Debit Card,3,5,Laptop & Accessory,1,8,0,23,3,3,3,172.75,New (0-6 Bulan),Tidak Puas & No Komplain
0,18,Phone,1,15,Debit Card,4,2,Mobile Phone,1,4,1,25,2,2,3,153.18,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,16,Computer,1,9,Credit Card,3,4,Mobile Phone,1,7,1,15,2,3,3,150.15,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,10,Phone,2,15,Debit Card,4,5,Mobile Phone,5,2,0,22,1,2,4,148.42,Established (6-12 Bulan),Puas & No Komplain
0,1,Phone,3,10,UPI,4,4,Laptop & Accessory,5,3,1,19,1,2,4,166.94,New (0-6 Bulan),Puas & Ada Komplain
0,9,Phone,1,16,Debit Card,4,5,Fashion,3,3,1,21,4,2,16,231.85000000000002,Established (6-12 Bulan),Tidak Puas & Ada Komplain
1,1,Computer,1,32,Debit Card,4,4,Mobile Phone,4,3,1,20,7,8,9,145.22,New (0-6 Bulan),Puas & Ada Komplain
0,6,Computer,1,7,Debit Card,4,4,Mobile Phone,1,2,0,13,2,2,3,148.14,New (0-6 Bulan),Tidak Puas & No Komplain
0,1,Phone,3,11,E-Wallet,3,5,Laptop & Accessory,5,3,0,13,2,2,4,167.56,New (0-6 Bulan),Puas & No Komplain
0,23,Phone,1,7,COD,3,4,Mobile Phone,5,4,0,17,1,2,3,160.8,Loyal (>12 Bulan),Puas & No Komplain
0,1,Computer,1,11,Debit Card,3,5,Mobile Phone,1,2,0,18,1,4,5,156.62,New (0-6 Bulan),Tidak Puas & No Komplain
0,6,Computer,3,12,Debit Card,3,4,Laptop & Accessory,4,3,0,15,3,6,4,190.24,New (0-6 Bulan),Puas & No Komplain
0,12,Phone,3,16,E-Wallet,4,5,Mobile Phone,4,2,0,20,1,2,3,153.99,Established (6-12 Bulan),Puas & No Komplain
0,16,Phone,1,10,Debit Card,4,2,Laptop & Accessory,1,4,1,14,2,2,4,177.31,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,5,Phone,1,18,Debit Card,3,4,Mobile Phone,1,5,1,20,1,2,3,148.56,New (0-6 Bulan),Tidak Puas & Ada Komplain
1,1,Phone,3,7,Credit Card,3,5,Mobile Phone,3,8,1,20,2,2,3,153.0,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,27,Phone,3,15,E-Wallet,4,4,Grocery,1,7,0,15,3,2,3,243.36,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,9,Phone,1,32,COD,4,5,Fashion,4,5,0,17,3,2,9,234.02999999999997,Established (6-12 Bulan),Puas & No Komplain
0,11,Computer,3,28,Credit Card,3,4,Mobile Phone,1,7,0,16,2,2,1,154.73,Established (6-12 Bulan),Tidak Puas & No Komplain
0,27,Phone,1,30,Debit Card,4,4,Grocery,1,8,0,19,1,4,9,267.75,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,17,Computer,1,7,Debit Card,3,4,Laptop & Accessory,1,6,0,14,2,3,3,180.62,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,21,Phone,3,9,E-Wallet,3,4,Laptop & Accessory,1,2,1,23,4,8,8,170.37,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,11,Computer,3,26,Credit Card,3,4,Fashion,4,3,1,14,1,2,10,201.42,Established (6-12 Bulan),Puas & Ada Komplain
0,24,Computer,1,9,Debit Card,4,4,Grocery,5,3,0,15,14,15,8,304.24,Loyal (>12 Bulan),Puas & No Komplain
0,13,Phone,2,9,Debit Card,3,5,Laptop & Accessory,1,10,0,12,2,2,5,177.04,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,7,Phone,2,10,UPI,3,4,Mobile Phone,4,5,1,12,1,2,4,147.77,Established (6-12 Bulan),Puas & Ada Komplain
1,1,Phone,1,32,Debit Card,3,4,Mobile Phone,1,3,1,25,1,2,2,152.95,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,3,Phone,1,14,Credit Card,4,5,Mobile Phone,1,8,0,15,2,2,4,150.32,New (0-6 Bulan),Tidak Puas & No Komplain
0,18,Phone,1,16,Debit Card,4,4,Mobile Phone,5,3,1,14,6,8,2,150.59,Loyal (>12 Bulan),Puas & Ada Komplain
0,2,Phone,3,12,Credit Card,4,4,Laptop & Accessory,1,3,0,15,1,2,3,174.08,New (0-6 Bulan),Tidak Puas & No Komplain
1,21,Computer,1,9,Debit Card,3,5,Mobile Phone,1,11,1,15,2,2,1,148.8,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,17,Phone,1,15,Debit Card,3,4,Laptop & Accessory,4,6,0,22,2,2,1,172.65,Loyal (>12 Bulan),Puas & No Komplain
1,1,Phone,3,9,Credit Card,3,5,Mobile Phone,3,3,0,14,2,2,3,145.44,New (0-6 Bulan),Tidak Puas & No Komplain
1,1,Phone,1,25,UPI,4,4,Mobile Phone,1,3,0,20,2,2,1,151.93,New (0-6 Bulan),Tidak Puas & No Komplain
0,10,Phone,1,21,Debit Card,4,4,Laptop & Accessory,1,2,1,18,3,5,12,190.86,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,21,Phone,3,9,Debit Card,4,5,Mobile Phone,1,3,1,19,1,2,3,157.94,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
1,1,Phone,1,10,Debit Card,3,4,Laptop & Accessory,3,2,1,20,2,2,3,166.71,New (0-6 Bulan),Tidak Puas & Ada Komplain
1,5,Phone,1,9,Debit Card,3,6,Mobile Phone,1,6,1,14,1,2,1,152.78,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,2,Phone,1,16,Credit Card,4,4,Mobile Phone,3,7,0,19,1,3,3,148.77,New (0-6 Bulan),Tidak Puas & No Komplain
1,3,Phone,1,13,Credit Card,4,4,Mobile Phone,5,9,1,22,2,3,3,149.04,New (0-6 Bulan),Puas & Ada Komplain
0,1,Phone,1,11,Debit Card,4,4,Mobile Phone,3,3,0,20,1,2,1,148.18,New (0-6 Bulan),Tidak Puas & No Komplain
0,8,Phone,1,17,Debit Card,3,4,Mobile Phone,4,3,0,15,2,2,1,145.08,Established (6-12 Bulan),Puas & No Komplain
0,16,Phone,3,21,Credit Card,4,5,Laptop & Accessory,3,9,0,18,2,2,4,187.44,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,7,Phone,1,7,UPI,4,5,Mobile Phone,5,5,1,12,2,2,3,152.99,Established (6-12 Bulan),Puas & Ada Komplain
0,31,Phone,1,12,COD,3,5,Fashion,4,4,1,14,2,2,3,230.52,Loyal (>12 Bulan),Puas & Ada Komplain
0,5,Phone,3,14,Debit Card,3,5,Mobile Phone,3,5,0,16,3,6,3,148.29,New (0-6 Bulan),Tidak Puas & No Komplain
0,9,Phone,1,28,Debit Card,3,4,Laptop & Accessory,1,3,1,26,1,2,8,165.14,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,23,Phone,1,15,UPI,3,4,Fashion,4,6,0,12,1,2,8,199.03,Loyal (>12 Bulan),Puas & No Komplain
0,22,Phone,1,27,Credit Card,3,4,Mobile Phone,3,6,0,18,2,2,1,147.59,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,5,Computer,3,27,E-Wallet,3,4,Laptop & Accessory,3,3,0,14,2,2,1,194.32,New (0-6 Bulan),Tidak Puas & No Komplain
0,10,Phone,1,14,UPI,4,4,Mobile Phone,1,4,0,19,2,2,2,171.78,Established (6-12 Bulan),Tidak Puas & No Komplain
0,12,Phone,1,7,COD,4,4,Fashion,5,3,0,14,5,6,12,260.82,Established (6-12 Bulan),Puas & No Komplain
0,6,Computer,1,7,Debit Card,4,5,Mobile Phone,4,8,0,21,1,2,3,148.32,New (0-6 Bulan),Puas & No Komplain
1,1,Phone,3,26,E-Wallet,3,5,Mobile Phone,4,3,1,19,1,2,1,149.13,New (0-6 Bulan),Puas & Ada Komplain
0,14,Phone,3,17,E-Wallet,4,5,Fashion,4,4,0,13,1,2,3,222.05,Loyal (>12 Bulan),Puas & No Komplain
0,1,Computer,3,7,Credit Card,3,5,Laptop & Accessory,5,3,0,13,1,2,8,167.94,New (0-6 Bulan),Puas & No Komplain
0,15,Phone,1,13,Credit Card,3,4,Mobile Phone,5,4,1,14,2,3,18,172.21,Loyal (>12 Bulan),Puas & Ada Komplain
0,10,Phone,1,9,Credit Card,4,4,Mobile Phone,3,6,0,22,2,4,10,150.19,Established (6-12 Bulan),Tidak Puas & No Komplain
1,1,Phone,3,28,UPI,3,5,Mobile Phone,4,3,1,14,2,2,1,146.21,New (0-6 Bulan),Puas & Ada Komplain
1,1,Phone,1,11,COD,3,4,Mobile Phone,5,3,0,20,2,2,1,154.73,New (0-6 Bulan),Puas & No Komplain
0,5,Phone,1,19,Credit Card,3,4,Laptop & Accessory,1,2,1,12,7,9,6,183.55,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,14,Computer,1,16,Credit Card,3,4,Mobile Phone,4,10,1,15,1,2,1,161.17,Loyal (>12 Bulan),Puas & Ada Komplain
0,6,Phone,1,10,Credit Card,4,4,Laptop & Accessory,5,3,0,13,2,7,4,192.25,New (0-6 Bulan),Puas & No Komplain
1,1,Phone,3,10,Debit Card,3,5,Fashion,1,3,1,12,4,4,3,228.25,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,7,Phone,1,7,Debit Card,3,5,Laptop & Accessory,1,2,0,15,2,2,5,194.49,Established (6-12 Bulan),Tidak Puas & No Komplain
1,1,Phone,3,7,Debit Card,3,5,Fashion,3,7,0,12,6,12,3,231.08999999999997,New (0-6 Bulan),Tidak Puas & No Komplain
0,19,Computer,1,11,Debit Card,3,4,Laptop & Accessory,4,3,0,13,2,2,9,169.47,Loyal (>12 Bulan),Puas & No Komplain
0,3,Computer,3,27,COD,3,4,Mobile Phone,1,3,0,16,1,2,3,146.57,New (0-6 Bulan),Tidak Puas & No Komplain
